X,-2,15:24:44.318
Y,-1,15:24:44.318
X,-1,15:24:44.318
X,-2,15:24:44.318
X,-1,15:24:44.318
X,-2,15:24:44.318
X,-3,15:24:44.427
X,-2,15:24:44.427
X,-3,15:24:44.427
X,-2,15:24:44.427
X,-1,15:24:44.427
X,-2,15:24:44.427
X,-1,15:24:44.427
X,-2,15:24:44.552
X,-1,15:24:44.553
X,-2,15:24:44.553
Y,1,15:24:44.553
X,-1,15:24:44.677
X,-3,15:24:44.677
X,-1,15:24:44.677
X,-2,15:24:44.786
X,-1,15:24:44.786
X,-2,15:24:44.911
X,-4,15:24:44.911
X,-5,15:24:44.911
X,-6,15:24:44.911
X,-5,15:24:44.911
X,-3,15:24:44.911
X,-1,15:24:44.911
X,1,15:24:45.037
X,2,15:24:45.037
Y,-1,15:24:45.037
X,3,15:24:45.037
X,1,15:24:45.037
Y,1,15:24:45.144
X,2,15:24:45.392
X,3,15:24:45.392
X,1,15:24:45.627
Y,2,15:24:45.627
Y,1,15:24:45.627
Y,2,15:24:45.627
X,2,15:24:45.748
Y,1,15:24:45.750
X,1,15:24:45.750
X,-1,15:24:45.874
Y,-1,15:24:45.883
Button1,1,15:24:46.232
Button1,0,15:24:46.356
Button30,1,15:24:51.139
Button56,1,15:24:51.263
Button220,1,15:24:51.263
Button209,1,15:24:51.263
Button30,0,15:24:57.181
Button56,0,15:24:57.276
Button220,0,15:24:57.276
Button209,0,15:24:57.276
Button30,1,15:25:01.226
Button56,1,15:25:01.352
Button220,1,15:25:01.362
Button201,1,15:25:01.362
Button30,0,15:25:09.213
Button56,0,15:25:09.278
Button220,0,15:25:09.278
Button201,0,15:25:09.278
Y,-5,15:25:10.948
Y,-6,15:25:10.948
Y,-7,15:25:10.948
Y,-6,15:25:10.948
X,1,15:25:11.073
Y,-7,15:25:11.073
Y,-6,15:25:11.073
Y,-7,15:25:11.073
Y,-6,15:25:11.073
Y,-7,15:25:11.073
X,2,15:25:11.073
Y,-6,15:25:11.073
X,4,15:25:11.073
X,8,15:25:11.073
Y,-9,15:25:11.073
X,5,15:25:11.073
Y,-7,15:25:11.073
Y,-6,15:25:11.073
X,4,15:25:11.073
Y,-7,15:25:11.073
X,5,15:25:11.073
Y,-6,15:25:11.196
X,7,15:25:11.196
Y,-5,15:25:11.196
X,9,15:25:11.196
Y,-4,15:25:11.196
X,8,15:25:11.196
Y,-3,15:25:11.196
X,9,15:25:11.196
X,10,15:25:11.196
X,9,15:25:11.196
Y,-2,15:25:11.196
X,8,15:25:11.196
X,5,15:25:11.196
Y,-1,15:25:11.196
X,3,15:25:11.430
Y,-5,15:25:11.430
X,5,15:25:11.430
Y,-6,15:25:11.430
X,8,15:25:11.430
X,9,15:25:11.430
X,11,15:25:11.430
Y,-7,15:25:11.430
X,13,15:25:11.430
Y,-6,15:25:11.430
X,12,15:25:11.430
Y,-5,15:25:11.430
X,11,15:25:11.430
X,10,15:25:11.430
Y,-4,15:25:11.430
X,9,15:25:11.430
Y,-3,15:25:11.430
X,7,15:25:11.430
Y,-4,15:25:11.430
X,6,15:25:11.430
Y,-3,15:25:11.430
X,5,15:25:11.555
X,6,15:25:11.555
Y,-4,15:25:11.555
X,4,15:25:11.555
Y,-5,15:25:11.555
X,2,15:25:11.555
Y,-7,15:25:11.555
Y,-6,15:25:11.555
X,1,15:25:11.555
Y,-7,15:25:11.555
Y,-8,15:25:11.555
Y,-7,15:25:11.555
Y,-6,15:25:11.555
Y,-5,15:25:11.555
Y,-3,15:25:11.664
Y,-2,15:25:11.664
X,-2,15:25:11.664
Y,-3,15:25:11.664
X,-5,15:25:11.664
Y,-4,15:25:11.664
Y,-3,15:25:11.664
X,-6,15:25:11.664
X,-5,15:25:11.664
Y,-2,15:25:11.664
Y,-1,15:25:11.802
X,-3,15:25:11.802
X,-1,15:25:11.912
Y,1,15:25:11.912
X,-2,15:25:11.912
X,-3,15:25:11.912
X,-4,15:25:12.022
X,-5,15:25:12.022
Y,-1,15:25:12.022
X,-6,15:25:12.022
Y,-2,15:25:12.022
X,-4,15:25:12.022
X,-5,15:25:12.022
X,-7,15:25:12.022
Y,-4,15:25:12.022
X,-8,15:25:12.022
Y,-1,15:25:12.022
X,-10,15:25:12.022
Y,-2,15:25:12.022
X,-12,15:25:12.022
Y,-1,15:25:12.022
X,-10,15:25:12.151
X,-8,15:25:12.151
X,-6,15:25:12.151
X,-5,15:25:12.151
X,-1,15:25:12.151
X,1,15:25:12.510
Y,-2,15:25:12.510
Y,-1,15:25:12.510
Y,-2,15:25:12.510
Y,-1,15:25:12.510
Button1,1,15:25:12.757
